Sentence,Label
"If Sloane is not busy and Claudia is famous, then Roland is unable and Claudia is not curious.",implication
"As long as someone is curious, he is busy and famous.",implication
"If there is at least one people who is busy, then Randolph is funny.",implication
It can be concluded that Randolph is foolish once knowing that Truman is not curious.,implication
"If someone who is funny is also not curious, then he is busy.",implication
Baird being not foolish and Truman being not curious imply that Baird is not unable.,implication
Randolph is not famous.,negation
Truman is not funny.,negation
Greyson is not curious.,negation
Claudia is not famous.,negation
Roland is not unable.,negation
Baird is not foolish.,negation
Greyson is not famous.,negation
Claudia is not unable.,negation
Sloane is not famous.,negation
Claudia is not busy.,negation
Randolph is not unable.,negation
Roland is not foolish.,negation
Claude is smiling.,fact
Humphrey is not nice.,fact
Humphrey is strange.,fact
Morris is not strange.,fact
Kingsley is not smiling.,fact
Humphrey is sharp.,fact
Brian is not cool.,fact
Claude is sharp.,fact
Morris is smiling.,fact
Claude is strange.,fact
Richard is not smiling.,fact
Claude is nice.,fact
Someone who is cool is always both not smiling and not sharp.,implication
"If someone is smiling and nice, then he is boring and not sharp.",implication
"If there is at least one people who is nice, then Morris is sharp and Claude is not strange.",implication
"If someone is boring or strange, then he is sharp.",implication
Someone who is boring is always not sharp.,implication
"If Kingsley is not cool, then Morris is boring and Brian is nice.",implication
"If Kingsley is not cool and Humphrey is nice, then Humphrey is not smiling.",implication
Claude is not sharp.,negation
Humphrey is not cool.,negation
Morris is not smiling.,negation
Claude is not strange.,negation
Kingsley is not sharp.,negation
Morris is not sharp.,negation
Richard is not sharp.,negation
Igor is oak.,fact
Greyson is not latter.,fact
Igor is not crazy.,fact
Angelique is not relevant.,fact
Burton is relevant.,fact
Angelique is not oak.,fact
Igor is happy.,fact
Greyson is relevant.,fact
Gilroy is not relevant.,fact
Igor is not relevant.,fact
Igor is interesting.,fact
Roy is relevant.,fact
"If Connell is not happy or Greyson is relevant, then Igor is oak.",implication
It can be concluded that Burton is interesting once knowing that Gilroy is relevant and Gilroy is crazy.,implication
"If there is at least one people who is crazy, then Igor is not latter and Igor is happy.",implication
It can be concluded that Igor is not oak and Roy is interesting once knowing that Igor is not happy.,implication
"If someone is both not interesting and happy, then he is relevant.",implication
"If someone is relevant, then he is both happy and interesting.",implication
Someone who is both not interesting and not relevant is always not latter.,implication
"As long as someone is interesting, he is happy and not oak.",implication
Connell is not crazy.,negation
Burton is not oak.,negation
Roy is not latter.,negation
Burton is not relevant.,negation
Angelique is not relevant.,negation
Gilroy is not relevant.,negation
Greyson is not latter.,negation
Angelique is not interesting.,negation
Igor is not happy.,negation
Greyson is not relevant.,negation
Liam is serious.,fact
Martin is not massive.,fact
Calvert is not desperate.,fact
Alexia is not embarrassed.,fact
Charles is not desperate.,fact
Kerwin is useful.,fact
Kerwin is massive.,fact
Corwin is massive.,fact
Calvert is not tender.,fact
Corwin is embarrassed.,fact
Charles is not embarrassed.,fact
Alexia is desperate.,fact
"If Corwin is massive and Corwin is not tender, then Kerwin is not embarrassed.",implication
"If there is someone who is either not tender or not useful, then Liam is not serious and Charles is massive.",implication
"If there is nobody who is not not tender, then Liam is useful.",implication
Someone who is both embarrassed and not useful is always tender.,implication
"If Charles is massive, then Corwin is not tender.",implication
"As long as someone is not embarrassed, he is not tender and not massive.",implication
"If there is at least one people who is both not massive and serious, then Calvert is desperate.",implication
"If Kerwin is useful, then Kerwin is embarrassed.",implication
"If Liam is not embarrassed, then Martin is useful and Corwin is not desperate.",implication
Alexia is not embarrassed.,negation
Kerwin is not massive.,negation
Kerwin is not useful.,negation
Charles is not serious.,negation
Martin is not serious.,negation
Corwin is not embarrassed.,negation
Liam is not desperate.,negation
Kerwin is not tender.,negation
Calvert is not tender.,negation
Liam is not useful.,negation
Charles is not massive.,negation
Ives is relevant.,fact
Jacob is condemned.,fact
Ives is not wrong.,fact
Ives is depressed.,fact
Conan is not condemned.,fact
Keegan is not tan.,fact
Johnny is not tan.,fact
Keegan is not wrong.,fact
Otis is not relevant.,fact
Keegan is not condemned.,fact
Otis is tan.,fact
Conan is relevant.,fact
"If someone is depressed, then he is both condemned and not wrong.",implication
Someone who is not tan is always both not relevant and not wrong.,implication
It can be concluded that Spencer is relevant once knowing that Spencer is diplomatic.,implication
"If someone is not condemned or relevant, then he is diplomatic.",implication
"If Spencer is not tan, then Conan is not diplomatic.",implication
Someone who is both wrong and not diplomatic is always not condemned.,implication
"If there is at least one people who is not condemned, then Ives is not relevant.",implication
"As long as someone is diplomatic, he is not relevant and depressed.",implication
"If there is at least one people who is both not condemned and not wrong, then Keegan is not depressed.",implication
Johnny is not condemned.,negation
Otis is not depressed.,negation
Spencer is not diplomatic.,negation
Otis is not wrong.,negation
Johnny is not relevant.,negation
Ives is not relevant.,negation
Conan is not diplomatic.,negation
Spencer is not relevant.,negation
Ives is not tan.,negation
Ives is not diplomatic.,negation
Otis is not relevant.,negation
Conan is not relevant.,negation
Keegan is not depressed.,negation
Conan is not wrong.,negation
Neville is tender.,fact
Caldwell is not inner.,fact
Alastair is not quaint.,fact
Neville is not quaint.,fact
Caldwell is not smart.,fact
Kendall is thoughtful.,fact
Caldwell is not tender.,fact
Neville is thoughtful.,fact
Alastair is not tender.,fact
Austin is not inner.,fact
Neville is not smart.,fact
Austin is not smart.,fact
"If there is at least one people who is both quaint and tender, then Stuart is not mental.",implication
"If everyone is not tender, then Alastair is not quaint and Austin is not inner.",implication
"If there is at least one people who is smart, then Stuart is not inner and Kim is tender.",implication
"If everyone is tender or not quaint, then Kim is thoughtful.",implication
"If someone is thoughtful or he is not tender, then he is smart.",implication
"If someone who is not thoughtful is also tender, then he is inner.",implication
"If Neville is not quaint, then Caldwell is inner.",implication
It can be concluded that Stuart is not thoughtful once knowing that Alastair is not tender and Kendall is not smart.,implication
Kim being thoughtful and Neville being inner imply that Kendall is mental.,implication
"If Neville is quaint and Alastair is not tender, then Caldwell is smart.",implication
Someone who is eithor mental or not tender is always thoughtful.,implication
Neville is not tender.,negation
Caldwell is not tender.,negation
Kendall is not smart.,negation
Kim is not inner.,negation
Kim is not tender.,negation
Austin is not inner.,negation
Austin is not mental.,negation
Stuart is not thoughtful.,negation
Kim is not quaint.,negation
Neville is not quaint.,negation
Alastair is not inner.,negation
Sloane is not good.,fact
Brooke is splendid.,fact
Crispin is good.,fact
Scott is thankful.,fact
Alastair is splendid.,fact
Bowen is shallow.,fact
Sloane is not shallow.,fact
Alastair is not shallow.,fact
Bowen is good.,fact
Scott is not good.,fact
Sloane is splendid.,fact
Brooke is blue.,fact
It can be concluded that Bowen is not splendid and Brooke is not good once knowing that Alastair is not shallow.,implication
"If someone is concerned, then he is blue.",implication
It can be concluded that Brooke is thankful once knowing that Bowen is splendid.,implication
"If there is at least one people who is both blue and thankful, then Kianna is good.",implication
"If someone is not shallow, then he is not blue.",implication
Alastair being not good and Alastair being not thankful imply that Alastair is concerned.,implication
"If there is someone who is both not blue and not splendid, then Alastair is not shallow.",implication
"If someone is either thankful or splendid, then he is concerned and shallow.",implication
"If there is at least one people who is not shallow, then Brooke is not thankful and Kianna is splendid.",implication
Someone who is shallow and not good is always not concerned and thankful.,implication
Crispin being not concerned and Kianna being shallow imply that Alastair is thankful.,implication
Kianna is not thankful.,negation
Crispin is not good.,negation
Sloane is not concerned.,negation
Alastair is not splendid.,negation
Kianna is not splendid.,negation
Alastair is not concerned.,negation
Alastair is not blue.,negation
Scott is not good.,negation
Brooke is not splendid.,negation
Scott is not splendid.,negation
Kianna is not good.,negation
Alisa is not miniscule.,fact
Joe is sticky.,fact
Sheridan is curious.,fact
Joe is not steep.,fact
Sheridan is brave.,fact
Sheridan is not sticky.,fact
Joe is brave.,fact
Joe is not curious.,fact
Alexander is not curious.,fact
Alexander is massive.,fact
Alisa is not curious.,fact
Deborah is sticky.,fact
Sheridan being brave implies that Gilbert is not steep and Chrysta is curious.,implication
"If there is at least one people who is not steep, then Alisa is not miniscule.",implication
Someone who is both miniscule and sticky is always curious.,implication
It can be concluded that Chrysta is not sticky and Gilbert is miniscule once knowing that Deborah is not steep.,implication
"If Alisa is steep and Alexander is massive, then Chrysta is not sticky.",implication
"If Deborah is not massive or Deborah is not steep, then Alisa is not sticky.",implication
"If Sheridan is not steep or Alexander is curious, then Sheridan is miniscule.",implication
"If there is nobody who is not not sticky, then Alexander is not curious.",implication
Alexander is not curious.,negation
Gilbert is not steep.,negation
Alexander is not miniscule.,negation
Alexander is not sticky.,negation
Joe is not brave.,negation
Joe is not miniscule.,negation
Sheridan is not sticky.,negation
Sheridan is not curious.,negation
Alexander is not massive.,negation
Chrysta is not miniscule.,negation
Sheridan is not massive.,negation
Ron is every.,fact
Hadley is not jealous.,fact
Hadley is not sharp.,fact
Hadley is not every.,fact
Alton is not jealous.,fact
Alton is not sharp.,fact
Alton is wet.,fact
Merlin is not mental.,fact
Titus is mental.,fact
Ron is not mental.,fact
Titus is not wet.,fact
Titus is not jealous.,fact
"If someone who is mental is also jealous, then he is not electronic.",implication
All not sharp people are mental.,implication
"If someone is either not wet or not every, then he is not jealous and not sharp.",implication
Someone who is mental is always both sharp and not jealous.,implication
"If there is at least one people who is mental, then Alton is not wet and Alton is not electronic.",implication
"If there is someone who is both not sharp and not mental, then Lincoln is not electronic.",implication
Someone who is both not every and not electronic is always wet.,implication
All not jealous people are not electronic.,implication
"if there is at least one people who is not wet and mental, then Lincoln is not sharp and Lincoln is not electronic.",implication
Titus is not wet.,negation
Solomon is not sharp.,negation
Lincoln is not every.,negation
Solomon is not every.,negation
Alton is not sharp.,negation
Titus is not sharp.,negation
Titus is not jealous.,negation
Lincoln is not mental.,negation
Titus is not electronic.,negation
Merlin is not mental.,negation
Ron is not electronic.,negation
Danna is quaint.,fact
Gilroy is not purple.,fact
Cedric is not wild.,fact
Cedric is quaint.,fact
Cedric is purple.,fact
Bruno is quaint.,fact
Phineas is not purple.,fact
Jed is purple.,fact
Kirk is famous.,fact
Bruno is not weak.,fact
Gilroy is clear.,fact
Phineas is not famous.,fact
"If someone is either not quaint or purple, then he is not famous and weak.",implication
It can be concluded that Gilroy is not wild once knowing that Cedric is clear or Bruno is purple.,implication
It can be concluded that Kirk is not purple once knowing that Jed is not famous or Phineas is clear.,implication
Kirk being weak and Jed being not famous imply that Cedric is not wild and Phineas is not quaint.,implication
"If there is at least one people who is not clear, then Gilroy is purple and Cedric is not weak.",implication
"If there is at least one people who is either famous or not wild, then Kirk is weak and Cedric is not quaint.",implication
Someone who is not quaint is always not clear.,implication
Jed being famous and Phineas being not clear imply that Bruno is weak.,implication
Cedric being not purple implies that Gilroy is not famous.,implication
Gilroy is not quaint.,negation
Jed is not purple.,negation
Cedric is not purple.,negation
Phineas is not clear.,negation
Cedric is not clear.,negation
Danna is not weak.,negation
Bruno is not weak.,negation
Kirk is not wild.,negation
Gilroy is not famous.,negation
Chester is not gentle.,fact
Hartley is not massive.,fact
Chester is not loyal.,fact
Jorge is not modern.,fact
Jorge is not sleepy.,fact
Jorge is not courteous.,fact
Herbert is massive.,fact
Jacob is courteous.,fact
Chester is sleepy.,fact
Gardner is sleepy.,fact
Herbert is not modern.,fact
Jacob is not sleepy.,fact
"If someone is not courteous or he is not gentle, then he is modern.",implication
Jorge being sleepy or Jorge being modern implies that Herbert is loyal.,implication
"As long as someone is either gentle or not massive, he is modern and sleepy.",implication
"If there is someone who is either massive or gentle, then Chester is not sleepy.",implication
"If Jacob is not massive or Herbert is not gentle, then Hartley is loyal.",implication
"If someone is both not gentle and loyal, then he is not modern.",implication
"If there is at least one people who is not modern, then Gardner is not gentle and Herbert is massive.",implication
"If there is someone who is courteous, then Hartley is not sleepy.",implication
"If Gardner is not modern, then Herbert is not gentle and Herbert is not massive.",implication
Jacob is not sleepy.,negation
Hartley is not loyal.,negation
Herbert is not modern.,negation
Herbert is not courteous.,negation
Jorge is not loyal.,negation
Chester is not modern.,negation
Jacob is not courteous.,negation
Hartley is not modern.,negation
Chester is not loyal.,negation
Todd is attentive.,fact
Todd is not dead.,fact
Lambert is grumpy.,fact
Johnny is not dead.,fact
Sophie is not grumpy.,fact
Todd is not cold.,fact
Gilbert is comprehensive.,fact
Chalmers is attentive.,fact
Todd is grumpy.,fact
Sophie is not comprehensive.,fact
Johnny is not sensible.,fact
Lambert is attentive.,fact
"If there is someone who is not attentive, then Gilbert is not comprehensive and Lambert is sensible.",implication
It can be concluded that Lambert is not comprehensive and Luisa is not grumpy once knowing that Gilbert is not cold.,implication
"If there is someone who is both attentive and not cold, then Todd is sensible.",implication
"If someone is both sensible and grumpy, then he is cold.",implication
"As long as someone is not grumpy, he is sensible and not attentive.",implication
"If everyone is not cold, then Todd is grumpy and Lambert is not comprehensive.",implication
Someone who is dead is always grumpy.,implication
Someone who is not attentive is always grumpy.,implication
Someone who is both grumpy and not attentive is always not sensible.,implication
"If there is at least one people who is not comprehensive, then Johnny is attentive and Todd is not dead.",implication
"If someone is not grumpy or he is not comprehensive, then he is not sensible.",implication
Gilbert is not grumpy.,negation
Sophie is not grumpy.,negation
Lambert is not grumpy.,negation
Chalmers is not cold.,negation
Chalmers is not comprehensive.,negation
Gilbert is not comprehensive.,negation
Lambert is not sensible.,negation
Johnny is not dead.,negation
Todd is not attentive.,negation
Kerry is not hypocritical.,fact
Kerry is basic.,fact
Chester is not competitive.,fact
Kerry is not competitive.,fact
Ives is basic.,fact
Lucille is not cotton.,fact
Shelley is hypocritical.,fact
Shelley is basic.,fact
Hector is not basic.,fact
Shelley is not cotton.,fact
Hector is not hypocritical.,fact
Chester is beige.,fact
"If Ives is competitive and Hector is not rich, then Harvey is hypocritical.",implication
It can be concluded that Chester is not competitive and Kerry is not beige once knowing that Harvey is cotton.,implication
Shelley being hypocritical implies that Harvey is not competitive.,implication
"If someone is not cotton, then he is both basic and rich.",implication
"If someone is not basic or he is competitive, then he is not cotton.",implication
It can be concluded that Shelley is beige once knowing that Kerry is basic or Shelley is competitive.,implication
"If there is someone who is competitive, then Lucille is beige.",implication
"If there is at least one people who is beige, then Shelley is not basic.",implication
Lucille is not cotton.,negation
Kerry is not basic.,negation
Harvey is not hypocritical.,negation
Chester is not beige.,negation
Lucille is not basic.,negation
Shelley is not basic.,negation
Chester is not competitive.,negation
Hector is not hypocritical.,negation
Lucille is not hypocritical.,negation
Kerry is not rich.,negation
Marlin is agreeable.,fact
Sidney is not aggressive.,fact
Rex is elegant.,fact
Hall is political.,fact
Sidney is clever.,fact
Hall is not elegant.,fact
Kimball is clever.,fact
Kimberly is political.,fact
Kimball is aggressive.,fact
Kimberly is agreeable.,fact
Kimberly is not clever.,fact
Sidney is not magnificent.,fact
"If there is at least one people who is not political, then Marlin is not elegant and Marlin is not aggressive.",implication
"If there is at least one people who is aggressive or political, then Marlin is not clever.",implication
It can be concluded that Connell is not clever once knowing that Kimball is not magnificent or Connell is aggressive.,implication
"If someone is aggressive or he is not elegant, then he is not political.",implication
"If there is someone who is clever, then Connell is not magnificent.",implication
Someone who is not aggressive or not political is always not elegant and magnificent.,implication
"If someone is magnificent or aggressive, then he is agreeable.",implication
"If there is someone who is elegant, then Rex is agreeable and Rex is clever.",implication
"If there is someone who is not elegant, then Connell is not magnificent.",implication
It can be concluded that Sidney is not agreeable once knowing that Sidney is not elegant and Rex is not magnificent.,implication
Rex is not agreeable.,negation
Kimball is not agreeable.,negation
Sidney is not magnificent.,negation
Connell is not agreeable.,negation
Marlin is not political.,negation
Kimball is not magnificent.,negation
Hall is not elegant.,negation
Homer is mellow.,fact
Jerry is not brave.,fact
Jerry is mellow.,fact
Tyler is not traditional.,fact
Ramsey is traditional.,fact
Baldwin is not cheeky.,fact
Homer is cheeky.,fact
Jerry is not aware.,fact
Tyler is mellow.,fact
Bryant is traditional.,fact
Ramsey is not dizzy.,fact
Bryant is not aware.,fact
Someone who is eithor not traditional or not cheeky is always brave.,implication
"If there is someone who is both not dizzy and cheeky, then Ramsey is brave.",implication
It can be concluded that Bryant is not brave and Ives is not aware once knowing that Ramsey is cheeky.,implication
"If there is someone who is brave, then Jerry is not mellow and Jerry is not aware.",implication
"If there is at least one people who is not dizzy, then Baldwin is not brave and Jerry is cheeky.",implication
"If there is nobody who is not not aware, then Bryant is cheeky.",implication
"If Baldwin is aware and Bryant is not traditional, then Jerry is dizzy.",implication
Tyler is not brave.,negation
Tyler is not traditional.,negation
Jerry is not cheeky.,negation
Jerry is not traditional.,negation
Bryant is not mellow.,negation
Ramsey is not dizzy.,negation
Baldwin is not brave.,negation
Homer is not mellow.,negation
Jerry is not aware.,negation
Baldwin is not traditional.,negation
Homer is not cheeky.,negation
Baldwin is not mellow.,negation
Horace is lively.,fact
Albern is not lively.,fact
Ricardo is not lively.,fact
Horace is not tremendous.,fact
Jarvis is not weak.,fact
Albert is lively.,fact
Albert is not weak.,fact
Leslie is tremendous.,fact
Horace is various.,fact
Albern is various.,fact
Leslie is various.,fact
Jarvis is not various.,fact
"If there is at least one people who is lively, then Matthew is tremendous and Horace is various.",implication
"If there is at least one people who is not lively, then Ricardo is black.",implication
Someone who is eithor black or triangular is always various.,implication
"If there is at least one people who is both not triangular and not lively, then Ricardo is black.",implication
"If Albern is black or Jarvis is triangular, then Ricardo is weak.",implication
It can be concluded that Matthew is not weak and Albern is black once knowing that Horace is various and Ricardo is not triangular.,implication
It can be concluded that Leslie is not tremendous once knowing that Matthew is black and Albern is not lively.,implication
Leslie is not tremendous.,negation
Horace is not various.,negation
Ricardo is not tremendous.,negation
Ricardo is not black.,negation
Albern is not tremendous.,negation
Horace is not lively.,negation
Quinn is bright.,fact
Chapman is not adventurous.,fact
Chapman is not determined.,fact
Carter is tan.,fact
Kilian is not wet.,fact
Quinn is orange.,fact
Quinn is adventurous.,fact
Garrick is orange.,fact
Kilian is not orange.,fact
Sherlock is determined.,fact
Blanca is not bright.,fact
Sherlock is not orange.,fact
"If there is at least one people who is not adventurous, then Quinn is not orange and Chapman is bright.",implication
"If someone is bright or he is adventurous, then he is not tan.",implication
"If Chapman is not adventurous, then Carter is wet and Blanca is not tan.",implication
Someone who is both not bright and wet is always determined.,implication
"If there is someone who is wet, then Kilian is determined and Chapman is not bright.",implication
"If there is at least one people who is both not wet and not determined, then Carter is not tan.",implication
Carter being not tan or Quinn being not wet implies that Sherlock is not orange.,implication
"If there is someone who is either not wet or not tan, then Garrick is not determined.",implication
It can be concluded that Chapman is orange and Carter is wet once knowing that Sherlock is adventurous and Garrick is not bright.,implication
"If there is at least one people who is not determined, then Carter is adventurous and Chapman is orange.",implication
Blanca is not tan.,negation
Carter is not adventurous.,negation
Carter is not tan.,negation
Quinn is not orange.,negation
Kilian is not wet.,negation
Sherlock is not adventurous.,negation
Chapman is not bright.,negation
Carter is not wet.,negation
Chapman is not determined.,negation
Blanca is not orange.,negation
Caldwell is terrible.,fact
Kim is terrible.,fact
Raymond is not terrible.,fact
Caldwell is not weak.,fact
Caldwell is not historical.,fact
Raymond is not historical.,fact
Kerwin is automatic.,fact
Kendrick is terrible.,fact
Caldwell is not better.,fact
Kendrick is not wet.,fact
Kerwin is not historical.,fact
Marcus is automatic.,fact
"If there is at least one people who is not weak or better, then Travis is terrible.",implication
"If Kendrick is historical and Marcus is not wet, then Kerwin is weak.",implication
"If there is someone who is better, then Kim is wet.",implication
Someone who is not better is always both not historical and wet.,implication
"if there is at least one people who is not automatic and not historical, then Kerwin is terrible and Raymond is not better.",implication
"If someone is automatic, then he is both not wet and better.",implication
Someone who is eithor not weak or automatic is always not better.,implication
Someone who is not weak is always both not historical and automatic.,implication
"If there is at least one people who is both terrible and not better, then Caldwell is not historical.",implication
Marcus is not weak.,negation
Raymond is not automatic.,negation
Caldwell is not better.,negation
Kim is not historical.,negation
Caldwell is not wet.,negation
Kerwin is not wet.,negation
Marcus is not automatic.,negation
Travis is not wet.,negation
Marcus is not terrible.,negation
Kendrick is not historical.,negation
Hardy is federal.,fact
Stuart is not smart.,fact
Stuart is skinny.,fact
Hall is not long.,fact
Henry is not federal.,fact
Goddard is smart.,fact
Hall is whispering.,fact
Goddard is not long.,fact
Henry is smart.,fact
Cecil is whispering.,fact
Henry is long.,fact
Henry is frightened.,fact
"If there is someone who is either long or federal, then Hall is whispering.",implication
"If there is someone who is not whispering, then Hall is not frightened and Stuart is not smart.",implication
"If there is at least one people who is not smart or skinny, then Lauren is frightened.",implication
"If there is at least one people who is federal, then Hall is not frightened and Hall is long.",implication
"If there is someone who is either not federal or long, then Hardy is whispering and Cecil is skinny.",implication
"if there is at least one people who is skinny and not frightened, then Hardy is federal and Stuart is whispering.",implication
"If there is someone who is either not frightened or not long, then Hall is whispering.",implication
"If there is at least one people who is not smart, then Cecil is frightened and Lauren is long.",implication
Cecil is not skinny.,negation
Hall is not frightened.,negation
Henry is not smart.,negation
Henry is not federal.,negation
Stuart is not skinny.,negation
Lauren is not skinny.,negation
Goddard is not long.,negation
Hardy is not skinny.,negation
Henry is not whispering.,negation
Hardy is not whispering.,negation
Kathie is plastic.,fact
Kathie is not beautiful.,fact
Kathie is not terrible.,fact
Jacob is not terrible.,fact
Brian is plastic.,fact
Helena is motionless.,fact
Jacob is not motionless.,fact
Brian is smart.,fact
Gilroy is not plastic.,fact
Debra is plastic.,fact
Mark is motionless.,fact
Mark is not terrible.,fact
"If someone is not pleasant, then he is motionless.",implication
"If there is someone who is either smart or beautiful, then Debra is motionless.",implication
"If there is at least one people who is beautiful or motionless, then Helena is pleasant.",implication
Helena being not motionless and Brian being not pleasant imply that Brian is terrible.,implication
It can be concluded that Helena is not plastic and Jacob is pleasant once knowing that Jacob is terrible.,implication
"If someone is pleasant, then he is both not plastic and not beautiful.",implication
"If there is at least one people who is smart or pleasant, then Brian is not terrible.",implication
It can be concluded that Gilroy is not beautiful and Gilroy is not terrible once knowing that Debra is motionless.,implication
Gilroy is not beautiful.,negation
Helena is not smart.,negation
Mark is not beautiful.,negation
Jacob is not plastic.,negation
Debra is not beautiful.,negation
Jacob is not beautiful.,negation
Rory is obedient.,fact
Gresham is odd.,fact
Neville is not realistic.,fact
Rory is not excited.,fact
Gresham is not excited.,fact
Bowen is not odd.,fact
Neville is petite.,fact
Gresham is not obedient.,fact
Rory is not petite.,fact
Bud is not petite.,fact
Rory is odd.,fact
Leonard is realistic.,fact
Uriah being obedient and Uriah being not excited imply that Uriah is not petite.,implication
"If Uriah is petite and Uriah is not obedient, then Gresham is not excited.",implication
It can be concluded that Rory is not excited and Leonard is odd once knowing that Bud is not realistic.,implication
"If there is someone who is both not repulsive and not obedient, then Uriah is not excited.",implication
"If there is someone who is obedient, then Uriah is not repulsive.",implication
"If someone is not odd, then he is both not obedient and not realistic.",implication
Someone who is eithor excited or odd is always petite.,implication
Rory is not odd.,negation
Gresham is not obedient.,negation
Bowen is not realistic.,negation
Uriah is not realistic.,negation
Gresham is not petite.,negation
Leonard is not petite.,negation
Neville is not petite.,negation
Bud is not petite.,negation
Leonard is not repulsive.,negation
Leonard is not realistic.,negation
Gresham is not excited.,negation
Bowen is not repulsive.,negation
Bud is not odd.,negation
Alfred is not cute.,fact
Sherwin is timid.,fact
Clive is cute.,fact
Clive is better.,fact
Truman is cute.,fact
Sherwin is not better.,fact
Sherwin is comprehensive.,fact
Truman is basic.,fact
Truman is not comprehensive.,fact
Sherlock is not timid.,fact
Sherlock is not aware.,fact
Curt is aware.,fact
"If there is someone who is either timid or not comprehensive, then Sherwin is not cute.",implication
"If Titus is comprehensive or Truman is better, then Curt is not cute.",implication
All better people are not timid.,implication
"If someone is both not better and cute, then he is timid.",implication
"If there is at least one people who is timid, then Titus is basic and Alfred is not better.",implication
Alfred being aware implies that Alfred is comprehensive and Curt is timid.,implication
Sherwin being not comprehensive and Truman being not better imply that Titus is not basic.,implication
"If there is someone who is not better, then Truman is not cute and Clive is timid.",implication
Someone who is both not timid and cute is always basic.,implication
Titus is not timid.,negation
Truman is not timid.,negation
Truman is not better.,negation
Sherwin is not better.,negation
Clive is not basic.,negation
Alfred is not better.,negation
Curt is not aware.,negation
Truman is not cute.,negation
Clive is not timid.,negation
Martin is not good.,fact
Orlando is good.,fact
Griswald is teeny.,fact
Orlando is not teeny.,fact
Tony is not guilty.,fact
Chatwin is not sore.,fact
Chatwin is not sexual.,fact
Martin is not sexual.,fact
Cecil is blue.,fact
Hartley is not sexual.,fact
Cecil is not teeny.,fact
Martin is not teeny.,fact
It can be concluded that Hartley is teeny and Orlando is not sore once knowing that Martin is not sexual and Chatwin is blue.,implication
"If there is someone who is sexual, then Hartley is not blue and Griswald is teeny.",implication
Someone who is eithor not sore or not teeny is always guilty.,implication
"If someone who is not teeny is also sexual, then he is not guilty.",implication
"If there is someone who is both not sore and not guilty, then Chatwin is teeny.",implication
Hartley being not blue implies that Tony is not good and Griswald is not teeny.,implication
Someone who is teeny and sexual is always good and blue.,implication
"As long as someone is not guilty, he is sore and teeny.",implication
"If there is at least one people who is teeny, then Griswald is good.",implication
Martin is not guilty.,negation
Chatwin is not teeny.,negation
Martin is not sore.,negation
Martin is not teeny.,negation
Orlando is not guilty.,negation
Orlando is not sore.,negation
Cecil is not sexual.,negation
Tony is not sexual.,negation
Orlando is not sexual.,negation
Griswald is not sexual.,negation
Griswald is not good.,negation
Leith is not helpless.,fact
Lester is not stormy.,fact
Otis is smoggy.,fact
Kelsey is not fine.,fact
Lincoln is ugliest.,fact
Kelsey is not smoggy.,fact
Lincoln is helpless.,fact
Leith is not fine.,fact
Janet is not fine.,fact
Kelsey is ugliest.,fact
Otis is not helpless.,fact
Lester is fine.,fact
"If there is at least one people who is both not helpless and not smoggy, then Otis is blushing.",implication
Kelsey being stormy and Lester being not helpless imply that Lincoln is smoggy.,implication
Someone who is both not smoggy and not blushing is always fine.,implication
"If there is at least one people who is both fine and helpless, then Lincoln is not stormy.",implication
"If there is someone who is either not ugliest or stormy, then Leith is not blushing.",implication
Someone who is both fine and stormy is always helpless.,implication
Someone who is eithor blushing or not ugliest is always stormy.,implication
"As long as someone is either helpless or not smoggy, he is ugliest and stormy.",implication
"If someone is not ugliest or he is smoggy, then he is fine.",implication
Lester is not ugliest.,negation
Kelsey is not fine.,negation
Lincoln is not fine.,negation
Janet is not smoggy.,negation
Lester is not blushing.,negation
Janet is not blushing.,negation
Janet is not fine.,negation
Lincoln is not stormy.,negation
Kelsey is not stormy.,negation
Kelsey is not ugliest.,negation
Leith is not helpless.,negation
Otis is not fine.,negation
Otis is not blushing.,negation
Aiken is attentive.,fact
Harvey is difficult.,fact
Quillan is not crooked.,fact
Amanda is not attentive.,fact
Aiken is petite.,fact
Amanda is crooked.,fact
Jesse is not hurt.,fact
Quillan is not hurt.,fact
Chester is not magnificent.,fact
Aiken is difficult.,fact
Aiken is magnificent.,fact
Aiken is hurt.,fact
"If there is at least one people who is not crooked or not petite, then Jesse is attentive.",implication
"If Quillan is not magnificent and Quillan is petite, then Harris is crooked.",implication
"If someone is attentive or petite, then he is hurt.",implication
"If someone is both attentive and not petite, then he is not hurt.",implication
"If everyone is not attentive or not petite, then Jesse is not difficult.",implication
It can be concluded that Jesse is not crooked once knowing that Chester is not difficult or Quillan is hurt.,implication
"If Jesse is not hurt or Harris is not attentive, then Amanda is crooked.",implication
Someone who is magnificent is always not difficult.,implication
Harris is not petite.,negation
Harvey is not hurt.,negation
Jesse is not crooked.,negation
Quillan is not magnificent.,negation
Quillan is not hurt.,negation
Jesse is not petite.,negation
Aiken is not magnificent.,negation
Quillan is not crooked.,negation
Aiken is not attentive.,negation
Harvey is not crooked.,negation
Amanda is not hurt.,negation
Culbert is rude.,fact
Tommy is conscious.,fact
Ryan is happy.,fact
Clifford is rude.,fact
Kianna is happy.,fact
Tommy is not rude.,fact
Culbert is happy.,fact
Boris is happy.,fact
Boris is rude.,fact
Leona is not delightful.,fact
Tommy is not tremendous.,fact
Kianna is tremendous.,fact
